payload,R_P_mean,R_P_std,L_HV_mean,L_HV_std
1.0,100.0,0.0,0.0,0.0
2.0,96.16666666666666,5.63964143856288,2.8743468290600434,1.4177207423308558
3.0,94.16666666666666,5.713045500334205,15.656940865892988,1.1920335639853288
