payload,attempted_mean,attempted_std,feasible_mean,feasible_std,pareto_count_mean,pareto_count_std,JT_min_mean,JT_min_std,JT_max_mean,JT_max_std,JE_min_mean,JE_min_std,JE_max_mean,JE_max_std,elapsed_seconds_mean,elapsed_seconds_std
1.0,40.0,0.0,36.0,0.7071067811865476,10.2,2.8635642126552705,0.00157706398644296,5.632030722487831e-05,0.6554610926772527,0.0,0.0,0.0,2.5984570054418397,0.0009816527393127976,32.54484927479935,3.126908961781482
2.0,40.0,0.0,35.4,0.547722557505166,10.0,2.0,0.00293354868315932,0.0007254401582278158,0.6554610926772527,0.0,0.0,0.0,5.636911575996867,0.028659728857603543,55.13852175020147,4.2856777043927545
3.0,40.0,0.0,33.8,0.8366600265340751,14.4,1.9493588689617927,0.0033578089005777004,0.0004761473328146704,0.6554610926772527,0.0,0.0,0.0,9.73490715119667,0.06745766984182777,70.0754089419992,7.576899001386499
