payload,Pareto_mean,Pareto_std,feasible_mean,feasible_std,min_JT_mean,min_JT_std,seconds_mean
1.0,10.2,2.8635642126552705,36.0,0.7071067811865476,0.00157706398644296,5.632030722487831e-05,32.54484927479935
2.0,10.0,2.0,35.4,0.547722557505166,0.00293354868315932,0.0007254401582278158,55.13852175020147
3.0,14.4,1.9493588689617927,33.8,0.8366600265340751,0.0033578089005777004,0.0004761473328146704,70.0754089419992
