payload,Pareto_mean,Pareto_std,min_JT_mean,min_JT_std,seconds_mean
1.0,12.8,1.9235384061671346,0.00312322724613566,5.6403855054653236e-05,28.744024491400342
2.0,13.6,2.966479394838265,0.0034794235567246604,8.17486695188817e-05,34.57051892519812
3.0,13.6,1.140175425099138,0.00406711454938826,0.00035506495153720996,32.614177025001844
